trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.6, 'e': 0.99}",20,15,-2.7174018922199314,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
2,False,"{'a': 0.6, 'e': 0.9801}",20,3,-12.791461013745195,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
3,False,"{'a': 0.6, 'e': 0.970299}",25,0,-52.25026991510458,"{0: 20, 1: 0, 2: 3, 3: 2, 4: 0}",0
4,False,"{'a': 0.6, 'e': 0.96059601}",25,0,-4.885404555742586,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
5,False,"{'a': 0.6, 'e': 0.9509900498999999}",20,6,24.148959560189056,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,False,"{'a': 0.6, 'e': 0.941480149401}",30,8,19.261746830714824,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
7,False,"{'a': 0.6, 'e': 0.9320653479069899}",20,0,-27.837513336340095,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
8,False,"{'a': 0.6, 'e': 0.9227446944279201}",25,0,26.1200831479514,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
9,False,"{'a': 0.6, 'e': 0.9135172474836408}",20,6,12.609120607209116,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
10,False,"{'a': 0.6, 'e': 0.9043820750088044}",20,1,26.800673180077943,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,False,"{'a': 0.6, 'e': 0.8953382542587164}",30,12,28.11870260287264,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
12,False,"{'a': 0.6, 'e': 0.8863848717161292}",25,16,17.75104664191328,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,False,"{'a': 0.6, 'e': 0.8775210229989678}",35,16,32.76600607299057,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,False,"{'a': 0.6, 'e': 0.8687458127689782}",30,16,25.260121390056756,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,False,"{'a': 0.6, 'e': 0.8600583546412884}",20,13,13.678043842196459,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,False,"{'a': 0.6, 'e': 0.8514577710948755}",25,7,31.014778526185353,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,False,"{'a': 0.6, 'e': 0.8429431933839268}",20,8,19.72653119934126,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,False,"{'a': 0.6, 'e': 0.8345137614500875}",20,9,-4.49663084346216,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
19,False,"{'a': 0.6, 'e': 0.8261686238355866}",25,13,24.00843883103301,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,False,"{'a': 0.6, 'e': 0.8179069375972308}",25,9,28.223276785817532,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,False,"{'a': 0.6, 'e': 0.8097278682212584}",25,16,18.234966599317037,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,False,"{'a': 0.6, 'e': 0.8016305895390459}",20,0,27.98316721590757,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
23,False,"{'a': 0.6, 'e': 0.7936142836436554}",30,20,19.670752456986577,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,False,"{'a': 0.6, 'e': 0.7856781408072188}",20,11,16.77438578551798,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,False,"{'a': 0.6, 'e': 0.7778213593991467}",20,0,33.33310340383083,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
26,False,"{'a': 0.6, 'e': 0.7700431458051551}",25,6,28.86142910534877,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,False,"{'a': 0.6, 'e': 0.7623427143471035}",20,9,20.792330256927148,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,False,"{'a': 0.6, 'e': 0.7547192872036326}",20,1,34.72850418492056,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,False,"{'a': 0.6, 'e': 0.7471720943315961}",25,12,25.39661685498713,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,False,"{'a': 0.6, 'e': 0.7397003733882802}",25,8,7.845320898015817,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
31,False,"{'a': 0.6, 'e': 0.7323033696543975}",30,23,13.669622847686844,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,False,"{'a': 0.6, 'e': 0.7249803359578534}",35,15,36.46969509459509,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,False,"{'a': 0.6, 'e': 0.7177305325982749}",20,11,16.063274578072946,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,False,"{'a': 0.6, 'e': 0.7105532272722921}",25,14,22.378121642745736,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,False,"{'a': 0.6, 'e': 0.7034476949995692}",35,17,32.88580922968977,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,False,"{'a': 0.6, 'e': 0.6964132180495735}",20,10,20.725957117909193,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,False,"{'a': 0.6, 'e': 0.6894490858690777}",20,6,23.75588024421062,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,False,"{'a': 0.6, 'e': 0.682554595010387}",20,10,19.51148811442636,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,False,"{'a': 0.6, 'e': 0.6757290490602831}",35,21,30.328516772498062,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,False,"{'a': 0.6, 'e': 0.6689717585696803}",20,6,23.73051662158851,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,False,"{'a': 0.6, 'e': 0.6622820409839835}",30,14,31.73054622608843,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,False,"{'a': 0.6, 'e': 0.6556592205741436}",25,14,23.5185899306339,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,False,"{'a': 0.6, 'e': 0.6491026283684022}",25,7,30.936439578112598,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,False,"{'a': 0.6, 'e': 0.6426116020847181}",35,21,23.03336641200216,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,False,"{'a': 0.6, 'e': 0.6361854860638709}",30,19,21.16579247191887,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,False,"{'a': 0.6, 'e': 0.6298236312032323}",20,8,25.40581832015071,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,False,"{'a': 0.6, 'e': 0.6235253948912}",25,20,11.337865953318879,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,False,"{'a': 0.6, 'e': 0.617290140942288}",20,7,23.048916458282164,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,False,"{'a': 0.6, 'e': 0.611117239532865}",20,13,12.90604375744574,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,False,"{'a': 0.6, 'e': 0.6050060671375364}",20,6,30.82420433091579,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,False,"{'a': 0.6, 'e': 0.598956006466161}",25,20,12.258295482855315,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
52,False,"{'a': 0.6, 'e': 0.5929664464014994}",30,8,42.18052837019432,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,False,"{'a': 0.6, 'e': 0.5870367819374844}",25,9,30.460500842320908,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
54,False,"{'a': 0.6, 'e': 0.5811664141181095}",25,15,14.813305872101216,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,False,"{'a': 0.6, 'e': 0.5753547499769285}",25,14,22.773681487789897,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,False,"{'a': 0.6, 'e': 0.5696012024771592}",25,9,23.631071296463976,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,False,"{'a': 0.6, 'e': 0.5639051904523875}",25,15,18.021821718834918,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,False,"{'a': 0.6, 'e': 0.5582661385478637}",20,8,20.725728741163227,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,False,"{'a': 0.6, 'e': 0.5526834771623851}",25,2,36.63152496871111,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,False,"{'a': 0.6, 'e': 0.5471566423907612}",30,14,32.54989679523685,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,False,"{'a': 0.6, 'e': 0.5416850759668536}",35,15,37.76989127815312,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,False,"{'a': 0.6, 'e': 0.536268225207185}",20,4,22.958420382159204,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
63,False,"{'a': 0.6, 'e': 0.5309055429551132}",20,9,21.02537384481298,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,False,"{'a': 0.6, 'e': 0.525596487525562}",25,8,10.236618126989413,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
65,False,"{'a': 0.6, 'e': 0.5203405226503064}",35,24,-1.1155688906509709,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
66,False,"{'a': 0.6, 'e': 0.5151371174238033}",30,8,38.344684685310604,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,False,"{'a': 0.6, 'e': 0.5099857462495653}",20,11,18.146820073760296,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,False,"{'a': 0.6, 'e': 0.5048858887870696}",20,6,23.75423722030257,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,False,"{'a': 0.6, 'e': 0.4998370298991989}",20,9,21.373523075583556,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,False,"{'a': 0.6, 'e': 0.49483865960020695}",30,12,27.86244202744358,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,False,"{'a': 0.6, 'e': 0.4898902730042049}",20,7,22.162847194883984,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,False,"{'a': 0.6, 'e': 0.48499137027416284}",25,7,30.049553889839828,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,False,"{'a': 0.6, 'e': 0.4801414565714212}",20,13,13.27521513476079,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,False,"{'a': 0.6, 'e': 0.47534004200570695}",25,17,14.416213285109212,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,False,"{'a': 0.6, 'e': 0.4705866415856499}",35,14,38.669166317228495,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,False,"{'a': 0.6, 'e': 0.46588077516979337}",35,22,24.59684618680961,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,False,"{'a': 0.6, 'e': 0.46122196741809546}",30,18,25.06834278662669,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,False,"{'a': 0.6, 'e': 0.4566097477439145}",35,21,30.37716262651305,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,False,"{'a': 0.6, 'e': 0.45204365026647536}",25,14,18.561617222267966,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.6, 'e': 0.4475232137638106}",30,16,27.983123327601483,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,False,"{'a': 0.6, 'e': 0.4430479816261725}",25,9,28.332493097294194,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,False,"{'a': 0.6, 'e': 0.43861750180991077}",35,21,27.816713248715033,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,False,"{'a': 0.6, 'e': 0.43423132679181164}",25,7,33.814056424702756,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
84,False,"{'a': 0.6, 'e': 0.4298890135238935}",25,14,22.415062231514444,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,False,"{'a': 0.6, 'e': 0.4255901233886546}",20,16,6.859463697679404,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,False,"{'a': 0.6, 'e': 0.421334222154768}",30,15,26.233828391682692,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,False,"{'a': 0.6, 'e': 0.41712087993322033}",20,10,22.56272047795959,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.6, 'e': 0.41294967113388814}",20,3,28.646464215657016,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,False,"{'a': 0.6, 'e': 0.40882017442254925}",25,5,36.803913308071,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,False,"{'a': 0.6, 'e': 0.4047319726783238}",25,14,-1.1344465770020484,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
91,False,"{'a': 0.6, 'e': 0.40068465295154054}",25,9,27.985502429362064,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.6, 'e': 0.3966778064220251}",25,8,28.347405779108204,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.6, 'e': 0.39271102835780486}",25,5,28.85493977847047,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.6, 'e': 0.3887839180742268}",20,10,18.170629887648047,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,False,"{'a': 0.6, 'e': 0.38489607889348454}",20,9,20.572793188737165,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,False,"{'a': 0.6, 'e': 0.38104711810454966}",30,18,19.914064574067204,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.6, 'e': 0.37723664692350417}",20,9,16.879923514941744,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,False,"{'a': 0.6, 'e': 0.37346428045426916}",20,7,23.202883914914644,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.6, 'e': 0.36972963764972644}",35,17,33.03413677831266,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.6, 'e': 0.3660323412732292}",30,11,32.491452090806405,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.6, 'e': 0.3623720178604969}",35,12,37.08715365117358,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,False,"{'a': 0.6, 'e': 0.3587482976818919}",20,0,31.379126382467398,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
103,False,"{'a': 0.6, 'e': 0.355160814705073}",25,10,27.70951278357589,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.6, 'e': 0.35160920655802225}",25,15,21.070650033029658,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
